id_ses,displacement
sdv-id-Vhgabq,0.14378178274730505
sdv-id-Vhgabq,9.7373719514865e-4
sdv-id-Vhgabq,0.09551889763889138
sdv-id-Vhgabq,0.14393299394401324
sdv-id-Vhgabq,0.24951506984373528
sdv-id-Vhgabq,0.11807975871362789
sdv-id-Vhgabq,0.11807975871362789
sdv-id-Vhgabq,0.11807975871362789
sdv-id-Vhgabq,0.11807975871362789
sdv-id-Vhgabq,0.09011874717602568
sdv-id-Vhgabq,9.7373719514865e-4
sdv-id-Vhgabq,0.11807975871362789
sdv-id-Vhgabq,0.08575310924948223
sdv-id-Vhgabq,0.17594092220346466
sdv-id-Vhgabq,0.11807975871362789
sdv-id-Vhgabq,0.11807975871362789
sdv-id-Vhgabq,0.11807975871362789
sdv-id-Vhgabq,0.09232571554807352
sdv-id-Vhgabq,0.03783933403168804
sdv-id-Vhgabq,0.11807975871362789
sdv-id-Vhgabq,0.11807975871362789
sdv-id-Vhgabq,0.21916022572509616
sdv-id-Vhgabq,0.09809729166857048
sdv-id-Vhgabq,0.11807975871362789
sdv-id-Vhgabq,0.2565231303675507
