id_ses,displacement
sdv-id-UtiURE,0.11807975871362789
sdv-id-UtiURE,0.11807975871362789
sdv-id-UtiURE,0.09754962427837796
sdv-id-UtiURE,0.11807975871362789
sdv-id-UtiURE,0.11807975871362789
sdv-id-UtiURE,0.09092159467871631
sdv-id-UtiURE,0.16079031740990424
sdv-id-UtiURE,0.19420741670223737
sdv-id-UtiURE,0.11807975871362789
sdv-id-UtiURE,0.11807975871362789
sdv-id-UtiURE,0.24774752892734192
sdv-id-UtiURE,0.19585882017473616
sdv-id-UtiURE,0.11807975871362789
sdv-id-UtiURE,0.12570967416210038
sdv-id-UtiURE,0.2157619062366722
sdv-id-UtiURE,0.06917311849142019
sdv-id-UtiURE,0.11807975871362789
sdv-id-UtiURE,0.2454075899128667
sdv-id-UtiURE,0.24998313596903715
sdv-id-UtiURE,0.23006055089123123
sdv-id-UtiURE,0.3227609119827037
sdv-id-UtiURE,0.02030915582235702
sdv-id-UtiURE,0.11807975871362789
sdv-id-UtiURE,0.11807975871362789
sdv-id-UtiURE,0.24569057855908555
