id_ses,displacement
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.02792381522857505
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.21638405538026645
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.05914116853538702
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.1274846072655509
sdv-id-byYgXO,0.0091101204185465
sdv-id-byYgXO,9.7373719514865e-4
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.05734057719502341
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.2507030167909182
sdv-id-byYgXO,0.11807975871362789
sdv-id-byYgXO,0.1275498025106623
