id_ses,displacement
sdv-id-BohbLa,0.1637797286659437
sdv-id-BohbLa,0.11518707359039154
sdv-id-BohbLa,0.11807975871362789
sdv-id-BohbLa,0.11807975871362789
sdv-id-BohbLa,9.7373719514865e-4
sdv-id-BohbLa,0.20530479614883496
sdv-id-BohbLa,0.1928498935856587
sdv-id-BohbLa,0.13421698617498362
sdv-id-BohbLa,0.11807975871362789
sdv-id-BohbLa,0.24036772252147148
sdv-id-BohbLa,0.11807975871362789
sdv-id-BohbLa,0.19186820380174224
sdv-id-BohbLa,0.09730798945504218
sdv-id-BohbLa,0.11807975871362789
sdv-id-BohbLa,0.11807975871362789
sdv-id-BohbLa,0.11807975871362789
sdv-id-BohbLa,0.11807975871362789
sdv-id-BohbLa,0.11000676637287482
sdv-id-BohbLa,0.11807975871362789
sdv-id-BohbLa,0.09125158492762404
sdv-id-BohbLa,9.7373719514865e-4
sdv-id-BohbLa,0.11807975871362789
sdv-id-BohbLa,0.11807975871362789
sdv-id-BohbLa,0.1366107524675252
sdv-id-BohbLa,0.11807975871362789
